date,USREC,GDP,UNRATE,CPIAUCSL,INDPRO,T10Y2Y,BAA10Y,UMCSENT
2018-01-31,0.0,20328.553,4.0,248.859,101.4852,0.5519047619047619,1.6723809523809523,95.7
2018-02-28,0.0,20328.553,4.1,249.529,101.7319,0.6836842105263158,1.65,99.7
2018-03-31,0.0,20328.553,4.0,249.577,102.1943,0.5666666666666667,1.7976190476190477,101.4
2018-04-30,0.0,20580.912,4.0,250.227,103.3551,0.4847619047619047,1.8000000000000003,98.8
2018-05-31,0.0,20580.912,3.8,250.792,102.381,0.4659090909090909,1.8477272727272727,98.0
2018-06-30,0.0,20580.912,4.0,251.018,103.2256,0.379047619047619,1.9223809523809523,98.2
2018-07-31,0.0,20798.73,3.8,251.214,103.3561,0.28238095238095234,1.9023809523809525,97.9
2018-08-31,0.0,20798.73,3.8,251.663,104.0585,0.2534782608695652,1.8769565217391304,96.2
2018-09-30,0.0,20798.73,3.7,252.182,104.1038,0.23631578947368423,1.8794736842105264,100.1
2018-10-31,0.0,20917.867,3.8,252.772,103.9297,0.2913636363636364,1.913181818181818,98.6
2018-11-30,0.0,20917.867,3.8,252.594,104.0126,0.258,2.107,97.5
2018-12-31,0.0,20917.867,3.9,252.767,104.0451,0.1563157894736842,2.3010526315789472,98.3
2019-01-31,0.0,21111.6,4.0,252.561,103.3598,0.17047619047619048,2.4061904761904764,91.2
2019-02-28,0.0,21111.6,3.8,253.319,102.8251,0.17210526315789473,2.2710526315789474,93.8
2019-03-31,0.0,21111.6,3.8,254.277,102.8361,0.16142857142857142,2.264761904761905,98.4
2019-04-30,0.0,21397.938,3.7,255.233,102.2748,0.18761904761904763,2.170952380952381,97.2
2019-05-31,0.0,21397.938,3.6,255.296,102.4176,0.18863636363636366,2.2331818181818184,100.0
2019-06-30,0.0,21397.938,3.6,255.213,102.5425,0.26,2.3865,98.2
2019-07-31,0.0,21717.171,3.7,255.802,102.0057,0.2240909090909091,2.22,98.4
2019-08-31,0.0,21717.171,3.6,256.036,102.7814,0.055,2.247272727272727,89.8
2019-09-30,0.0,21717.171,3.5,256.43,102.4601,0.051500000000000004,2.215,93.2
2019-10-31,0.0,21933.217,3.6,257.155,101.5878,0.15545454545454546,2.2181818181818183,95.5
2019-11-30,0.0,21933.217,3.6,257.879,102.1494,0.19947368421052633,2.128947368421053,96.8
2019-12-31,0.0,21933.217,3.6,258.63,101.9421,0.24952380952380954,2.0157142857142856,99.3
2020-01-31,0.0,21727.657,3.6,258.906,101.3372,0.23857142857142857,2.0142857142857142,99.8
2020-02-29,0.0,21727.657,3.5,259.246,101.6718,0.1731578947368421,2.106842105263158,101.0
2020-03-31,1.0,21727.657,4.4,258.15,97.606,0.42181818181818187,3.4181818181818184,89.1
2020-04-30,1.0,19935.444,14.8,256.126,84.6812,0.43285714285714283,3.4695238095238095,71.8
2020-05-31,0.0,19935.444,13.2,255.848,86.0108,0.5035000000000001,3.28,72.3
2020-06-30,0.0,19935.444,11.0,257.004,91.6745,0.5436363636363637,2.9131818181818185,78.1
2020-07-31,0.0,21684.551,10.2,258.408,95.0037,0.4754545454545455,2.6895454545454545,72.5
2020-08-31,0.0,21684.551,8.4,259.366,95.9294,0.5104761904761905,2.624285714285714,74.1
2020-09-30,0.0,21684.551,7.8,259.951,95.8914,0.5447619047619048,2.684761904761905,80.4
2020-10-31,0.0,22068.767,6.8,260.249,96.5256,0.6376190476190476,2.6523809523809527,81.8
2020-11-30,0.0,22068.767,6.7,260.895,96.9529,0.7042105263157895,2.4257894736842105,76.9
2020-12-31,0.0,22068.767,6.7,262.005,98.2039,0.7977272727272727,2.2304545454545455,80.7
2021-01-31,0.0,22656.793,6.4,262.518,98.8135,0.9500000000000001,2.1626315789473685,79.0
2021-02-28,0.0,22656.793,6.2,263.583,95.5072,1.1426315789473684,2.1631578947368424,76.8
2021-03-31,0.0,22656.793,6.1,264.91,98.1929,1.463913043478261,2.1317391304347826,84.9
2021-04-30,0.0,23368.861,6.1,266.752,98.3317,1.471818181818182,1.9723809523809526,88.3
2021-05-31,0.0,23368.861,5.8,268.452,99.1867,1.466,1.9989999999999999,82.9
2021-06-30,0.0,23368.861,5.9,270.664,99.6483,1.3163636363636364,1.9259090909090908,85.5
2021-07-31,0.0,23921.991,5.4,271.994,100.0668,1.099047619047619,1.926190476190476,81.2
2021-08-31,0.0,23921.991,5.1,272.789,100.0412,1.0659090909090911,1.9563636363636363,70.3
2021-09-30,0.0,23921.991,4.7,273.887,98.9955,1.1338095238095238,1.8552380952380954,72.8
2021-10-31,0.0,24777.038,4.5,276.434,100.3542,1.19,1.7705000000000002,71.7
2021-11-30,0.0,24777.038,4.1,278.799,101.2684,1.0515,1.7235,67.4
2021-12-31,0.0,24777.038,3.9,280.808,101.1948,0.785,1.8338095238095238,70.6
2022-01-31,0.0,25215.491,4.0,282.39,101.2146,0.7835,1.8210000000000002,67.2
2022-02-28,0.0,25215.491,3.8,284.535,101.8458,0.49894736842105264,2.033684210526316,62.8
2022-03-31,0.0,25215.491,3.6,287.553,102.6732,0.21826086956521737,2.166086956521739,59.4
2022-04-30,0.0,25805.791,3.7,288.764,102.9024,0.20950000000000002,1.9114999999999998,65.2
2022-05-31,0.0,25805.791,3.6,291.359,102.9659,0.2814285714285714,2.218571428571429,58.4
2022-06-30,0.0,25805.791,3.6,294.996,102.8224,0.14523809523809525,2.124285714285714,50.0
2022-07-31,0.0,26272.011,3.5,294.977,103.0505,-0.13999999999999999,2.3175,51.5
2022-08-31,0.0,26272.011,3.6,295.209,103.1703,-0.3521739130434782,2.254782608695652,58.2
2022-09-30,0.0,26272.011,3.5,296.341,103.5326,-0.3376190476190476,2.1747619047619047,58.6
2022-10-31,0.0,26734.277,3.6,297.863,103.4442,-0.3915,2.277,59.9
2022-11-30,0.0,26734.277,3.6,298.648,103.1058,-0.6125,2.1745,56.7
2022-12-31,0.0,26734.277,3.5,298.812,101.8266,-0.6723809523809524,1.9776190476190476,59.8
2023-01-31,0.0,27164.359,3.4,300.356,102.7476,-0.6759999999999999,1.9705,64.9
2023-02-28,0.0,27164.359,3.6,301.509,102.8003,-0.7868421052631579,1.8473684210526315,66.9
2023-03-31,0.0,27164.359,3.5,301.744,102.8143,-0.6395652173913043,2.051304347826087,62.0
2023-04-30,0.0,27453.815,3.4,303.032,103.2241,-0.5559999999999999,2.0694736842105264,63.7
2023-05-31,0.0,27453.815,3.7,303.365,102.9809,-0.5581818181818181,2.192727272727273,59.0
2023-06-30,0.0,27453.815,3.6,304.003,102.3809,-0.8914285714285713,2.0061904761904765,64.2
2023-07-31,0.0,27967.697,3.5,304.628,103.0722,-0.9289999999999999,1.842,71.5
2023-08-31,0.0,27967.697,3.8,306.187,103.0951,-0.7339130434782608,1.8495652173913044,69.4
2023-09-30,0.0,27967.697,3.8,307.288,103.3081,-0.643,1.777,67.8
2023-10-31,0.0,28296.967,3.8,307.531,102.5781,-0.26952380952380955,1.8314285714285714,63.8
2023-11-30,0.0,28296.967,3.7,308.024,102.8868,-0.3795238095238095,1.789047619047619,61.3
2023-12-31,0.0,28296.967,3.7,308.742,102.6309,-0.437,1.6219999999999999,69.7
2024-01-31,0.0,28624.069,3.7,309.685,101.483,-0.2647619047619048,1.619047619047619,79.0
2024-02-29,0.0,28624.069,3.9,311.054,102.7267,-0.3365,1.5585,76.9
2024-03-31,0.0,28624.069,3.8,312.23,102.5186,-0.3795,1.5450000000000002,79.4
2024-04-30,0.0,29016.714,3.9,313.207,102.3568,-0.33409090909090905,1.4631818181818181,77.2
2024-05-31,0.0,29016.714,4.0,313.225,102.9797,-0.3740909090909091,1.468181818181818,69.1
2024-06-30,0.0,29016.714,4.1,313.049,103.2768,-0.431578947368421,1.5142105263157895,68.2
2024-07-31,0.0,29349.924,4.3,313.534,102.5381,-0.24727272727272728,1.5881818181818181,66.4
2024-08-31,0.0,29349.924,4.2,314.121,103.0449,-0.09454545454545454,1.7336363636363636,67.9
2024-09-30,0.0,29349.924,4.1,314.686,102.5497,0.101,1.6945000000000001,70.1
2024-10-31,0.0,29349.924,4.1,315.454,102.2805,0.12318181818181818,1.5386363636363638,70.1
2024-11-30,0.0,29349.924,4.1,315.454,102.2805,0.16,1.46,70.1
